Mod:Item:MetaData, Localized Name
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
chisel:upgrade:0, Speed Upgrade.name
chisel:upgrade:1, Automation Upgrade.name
chisel:upgrade:2, Stack Upgrade.name
chisel:upgrade:3, Reversion Upgrade.name
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
ComputerCraft:disk:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:printout:0, Printed Page
ComputerCraft:printout:1, Printed Pages
ComputerCraft:printout:2, Printed Book
ComputerCraft:pocketComputer:0, Pocket Computer
ComputerCraft:pocketComputer:0, Wireless Pocket Computer
ComputerCraft:pocketComputer:1, Advanced Pocket Computer
ComputerCraft:pocketComputer:1, Advanced Wireless Pocket Computer
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
MineFactoryReloaded:laserfocus:15, Laser Focus (Black)
MineFactoryReloaded:record.blank, Blank Record
MineFactoryReloaded:spyglass, Spyglass
MineFactoryReloaded:ruler, Ruler
MineFactoryReloaded:fishingrod, Fishing Rod
MineFactoryReloaded:potatolauncher, Potato Cannon
MineFactoryReloaded:needlegun, Needlegun
MineFactoryReloaded:needlegun.ammo.empty, Needlegun Magazine
MineFactoryReloaded:needlegun.ammo.standard, Needlegun Ammo (Needles)
MineFactoryReloaded:needlegun.ammo.pierce, Needlegun Ammo (Shrapnel)
MineFactoryReloaded:needlegun.ammo.lava, Needlegun Ammo (Lava)
MineFactoryReloaded:needlegun.ammo.sludge, Needlegun Ammo (Sludge)
MineFactoryReloaded:needlegun.ammo.sewage, Needlegun Ammo (Sewage)
MineFactoryReloaded:needlegun.ammo.fire, Needlegun Ammo (Fire)
MineFactoryReloaded:needlegun.ammo.anvil, Needlegun Ammo (Anvil)
MineFactoryReloaded:rocketlauncher, SPAMR Launcher
MineFactoryReloaded:rocket:0, Tracking Self-Propelled Anti Material Rocket
MineFactoryReloaded:rocket:1, Self-Propelled Anti Material Rocket
MineFactoryReloaded:bucket.sewage, Sewage Bucket
MineFactoryReloaded:bucket.sludge, Sludge Bucket
MineFactoryReloaded:bucket.essence, Essence Bucket
MineFactoryReloaded:bucket.biofuel, BioFuel Bucket
MineFactoryReloaded:bucket.meat, Meat Bucket
MineFactoryReloaded:bucket.pinkslime, Pink Slime Bucket
MineFactoryReloaded:bucket.chocolatemilk, Chocolate Milk Bucket
MineFactoryReloaded:bucket.mushroomsoup, Mushroom Soup Bucket
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemGasConduit:0, Gas Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemOCConduit:0, Network Conduit (OC)
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 1)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:112, MFU
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:13, Wireless Network Card
OpenComputers:item:89, World Sensor Card
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
MetallurgyCore:metallurgyCore.oreFinder, Ore Finder
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:angelRing:0, Angel Ring
ExtraUtilities:angelRing:1, Angel Ring
ExtraUtilities:angelRing:2, Angel Ring
ExtraUtilities:angelRing:3, Angel Ring
ExtraUtilities:angelRing:4, Angel Ring
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:erosionShovel, Erosion Shovel
ExtraUtilities:destructionpickaxe, Destruction Pickaxe
ExtraUtilities:defoliageAxe, Healing Axe
ExtraUtilities:temporalHoe, Reversing Hoe
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
ImmersiveEngineering:metal:0, Copper Ingot
ImmersiveEngineering:metal:1, Aluminium Ingot
ImmersiveEngineering:metal:2, Lead Ingot
ImmersiveEngineering:metal:3, Silver Ingot
ImmersiveEngineering:metal:4, Nickel Ingot
ImmersiveEngineering:metal:5, Constantan Ingot
ImmersiveEngineering:metal:6, Electrum Ingot
ImmersiveEngineering:metal:7, Steel Ingot
ImmersiveEngineering:metal:8, Iron Grit
ImmersiveEngineering:metal:9, Gold Grit
ImmersiveEngineering:metal:10, Copper Grit
ImmersiveEngineering:metal:11, Aluminium Grit
ImmersiveEngineering:metal:12, Lead Grit
ImmersiveEngineering:metal:13, Silver Grit
ImmersiveEngineering:metal:14, Nickel Grit
ImmersiveEngineering:metal:15, Constantan Grit
ImmersiveEngineering:metal:16, Electrum Grit
ImmersiveEngineering:metal:17, Coke Dust
ImmersiveEngineering:metal:18, Quartz Dust
ImmersiveEngineering:metal:19, HOP Graphite Dust
ImmersiveEngineering:metal:20, HOP Graphite Ingot
ImmersiveEngineering:metal:21, Iron Nugget
ImmersiveEngineering:metal:22, Copper Nugget
ImmersiveEngineering:metal:23, Aluminium Nugget
ImmersiveEngineering:metal:24, Lead Nugget
ImmersiveEngineering:metal:25, Silver Nugget
ImmersiveEngineering:metal:26, Nickel Nugget
ImmersiveEngineering:metal:27, Constantan Nugget
ImmersiveEngineering:metal:28, Electrum Nugget
ImmersiveEngineering:metal:29, Steel Nugget
ImmersiveEngineering:metal:30, Iron Plate
ImmersiveEngineering:metal:32, Aluminium Plate
ImmersiveEngineering:metal:33, Lead Plate
ImmersiveEngineering:metal:36, Constantan Plate
ImmersiveEngineering:metal:38, Steel Plate
ImmersiveEngineering:material:0, Treated Stick
ImmersiveEngineering:material:1, Waterwheel Segment
ImmersiveEngineering:material:2, Windmill Blade
ImmersiveEngineering:material:3, Industrial Hemp Fiber
ImmersiveEngineering:material:4, Tough Fabric
ImmersiveEngineering:material:5, Improved Windmill Blade
ImmersiveEngineering:material:6, Coal Coke
ImmersiveEngineering:material:7, Revolver Barrel
ImmersiveEngineering:material:8, Revolver Drum
ImmersiveEngineering:material:9, Wooden Grip
ImmersiveEngineering:material:10, Revolver Hammer
ImmersiveEngineering:material:11, Iron Mechanical Component
ImmersiveEngineering:material:12, Steel Mechanical Component
ImmersiveEngineering:material:13, Slag
ImmersiveEngineering:material:14, Iron Rod
ImmersiveEngineering:material:15, Steel Rod
ImmersiveEngineering:material:16, Aluminium Rod
ImmersiveEngineering:seed:0, Industrial Hemp Seeds
ImmersiveEngineering:coil:0, LV Wire Coil
ImmersiveEngineering:coil:1, MV Wire Coil
ImmersiveEngineering:coil:2, HV Wire Coil
ImmersiveEngineering:coil:3, Hemp Rope Coil
ImmersiveEngineering:coil:4, Steel Cable Coil
ImmersiveEngineering:tool:0, Engineer's Hammer
ImmersiveEngineering:tool:1, Engineer's Wire Cutters
ImmersiveEngineering:tool:2, Engineer's Voltmeter
ImmersiveEngineering:tool:3, Engineer's Manual
ImmersiveEngineering:toolbox, Engineer's Toolbox
ImmersiveEngineering:revolver:0, Revolver
ImmersiveEngineering:revolver:1, Revolver Speedloader
ImmersiveEngineering:bullet:0, Empty Casing
ImmersiveEngineering:bullet:1, Empty Shell
ImmersiveEngineering:bullet:2, Casull Cartridge
ImmersiveEngineering:bullet:3, Armor-Piercing Cartridge
ImmersiveEngineering:bullet:4, Buckshot Cartridge
ImmersiveEngineering:bullet:5, High-Explosive Cartridge
ImmersiveEngineering:bullet:6, Dragon's Breath Cartridge
ImmersiveEngineering:bullet:7, Homing Cartridge
ImmersiveEngineering:bullet:8, Wolfpack Cartridge
ImmersiveEngineering:bullet:9, Silver Cartridge
ImmersiveEngineering:bullet:10, Phial Cartridge
ImmersiveEngineering:fluidContainers:0, Bottle of Creosote Oil
ImmersiveEngineering:fluidContainers:1, Bucket of Creosote Oil
ImmersiveEngineering:fluidContainers:2, Bottle of Plant Oil
ImmersiveEngineering:fluidContainers:3, Bucket of Plant Oil
ImmersiveEngineering:fluidContainers:4, Bottle of Ethanol
ImmersiveEngineering:fluidContainers:5, Bucket of Ethanol
ImmersiveEngineering:fluidContainers:6, Bottle of Biodiesel
ImmersiveEngineering:fluidContainers:7, Bucket of Biodiesel
ImmersiveEngineering:drill:0, Mining Drill
ImmersiveEngineering:drillhead:0, Steel Drill Head
ImmersiveEngineering:drillhead:1, Iron Drill Head
ImmersiveEngineering:toolupgrade:0, Pressurized Air Tank
ImmersiveEngineering:toolupgrade:1, Advanced Lubrication System
ImmersiveEngineering:toolupgrade:2, Additional Augers
ImmersiveEngineering:toolupgrade:3, Large Tank
ImmersiveEngineering:toolupgrade:4, Bayonet
ImmersiveEngineering:toolupgrade:5, Extended Magazine
ImmersiveEngineering:toolupgrade:6, Amplifier Electron Tubes
ImmersiveEngineering:toolupgrade:7, Focused Nozzle
ImmersiveEngineering:toolupgrade:8, Precision Scope
ImmersiveEngineering:toolupgrade:9, Additional Capacitors
ImmersiveEngineering:skyhook, Engineer's Skyhook
ImmersiveEngineering:blueprint, Engineer's Blueprint
ImmersiveEngineering:graphiteElectrode, Graphite Electrode
ImmersiveEngineering:shader, Shader
ImmersiveEngineering:shaderBag, Shader Grabbag
ImmersiveEngineering:jerrycan, Jerrycan
ImmersiveEngineering:chemthrower, Chemical Thrower
ImmersiveEngineering:railgun, Railgun
ImmersiveEngineering:mold:0, Metal Press Mold: Plate
ImmersiveEngineering:mold:2, Metal Press Mold: Rod
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
