biome * ffffff ffffff ffffff
block 1770 3 ff758385
block 1770 4 ff77797b
block 1770 5 ff899699
block 1771 * ffded7aa
block 1771 8 ffd4cc9c
block 1771 9 ffd4cc9c
block 1771 10 ffd4cc9c
block 1771 11 ffd4cc9c
block 1771 12 ffddd6a7
block 1771 13 ffddd6a7
block 1771 14 ffd4cc9c
block 1771 15 ffdad2a0
block 1772 * ff8f8f8f
block 1772 8 ff7d7d7d
block 1772 9 ff7d7d7d
block 1772 10 ff7d7d7d
block 1772 11 ff7d7d7d
block 1772 12 ff8e8e8e
block 1772 13 ff8e8e8e
block 1772 14 ff7d7d7d
block 1772 15 ff8d8d8d
block 1773 * ff21102a
block 1773 8 ff1e0c27
block 1773 9 ff1e0c27
block 1773 10 ff1e0c27
block 1773 11 ff1e0c27
block 1773 14 ff1e0c27
block 1773 15 ff210d26
block 1774 * ff7c007c
block 1774 0 ff5d666c
block 1774 1 ff606b71
block 1774 2 ff677782
block 1774 3 ff54616a
block 1774 4 ff5e666b
block 1774 5 ff66757f
block 1775 * ff757575
block 1775 0 ff433c3a
block 1775 1 ff34373c
block 1775 2 ff3e2c25
block 1775 3 ff363537
block 1775 4 ff6e6e6e
block 1775 7 ff747474
block 1775 8 ff747474
block 1775 9 ff7f7f7f
block 1775 10 ff6c6c6c
block 1775 11 ff6a6a6a
block 1775 12 ff7a7a7a
block 1775 13 ff7b7b7b
block 1775 14 ff818181
block 1775 15 ff767676
block 1776 * ff5c5c5c
block 1776 0 ff494340
block 1776 1 ff67664e
block 1776 2 ff657071
block 1776 3 ff5d544e
block 1776 5 ff494c46
block 1776 7 ff7b6c63
block 1776 8 ff808267
block 1776 9 ff7b785f
block 1776 10 ff674a1b
block 1776 11 ff443a32
block 1776 12 ff737c79
block 1776 13 ff434d4f
block 1776 15 ff4b4338
block 1777 * ff7c007c
block 1777 0 af574f4b
block 1777 1 ff5c5c5c
block 1777 2 ff5c5c5c
block 1777 3 ff5c5c5c
block 1778 * ff7c007c
block 1778 0 ff656a6a
block 1778 1 ff585858
block 1779 * ff7c007c
block 1779 0 ff66756e
block 1779 1 ffaf6328
block 1779 2 ff626262
block 1779 3 ffce8b66
block 1779 4 ff4d5859
block 1779 5 ff635f5a
block 1779 6 ff878e8e
block 1779 7 ff696a6c
block 1780 * ff657091
block 1780 0 ff636e8f
block 1780 1 ff495270
block 1780 4 ff646e8f
block 1780 5 ff657090
block 1780 6 ff646f8f
block 1780 7 ff646e8f
block 1780 8 ff657090
block 1780 12 ff657090
block 1780 13 ff606b8c
block 1780 14 ff848fae
block 1780 15 ff808bac
block 1781 * ff577d78
block 1781 0 ff547b76
block 1781 1 ff3f645d
block 1781 3 ff577e78
block 1781 4 ff557b76
block 1781 6 ff567c77
block 1781 7 ff557c77
block 1781 8 ff567d78
block 1781 12 ff567d78
block 1781 13 ff527873
block 1781 14 ff709690
block 1781 15 ff6c938e
block 1782 * ff7c007c
block 1782 0 ff71838e
block 1782 1 ff768996
block 1782 2 ff8baabc
block 1782 3 ff7392a3
block 1782 4 ff708395
block 1782 5 ff87a5b8
block 1783 * 17d1bd9b
block 1784 * 18b9a383
block 1785 * 7fcccab3
block 1786 * 7fc2a792
block 1787 * 45312c24
block 1788 * 4d2e2a23
block 1789 * 7fab3431
block 1790 * 7fbf6443
block 1791 * 3db1b09e
block 1792 * 1fbab7a8
block 1793 0 ff515151
block 1793 1 ff474747
block 1793 2 ff392c43
block 1793 3 ff523f59
block 1793 4 ff372e23
block 1793 5 ff787878
block 1793 6 ff414141
block 1793 7 ff7a7b7a
block 1793 8 ff0c1a27
block 1793 9 ff1b2531
block 1793 10 ff464646
block 1793 11 ff1b2834
block 1793 12 ff161616
block 1793 13 ff141414
block 1793 14 ff262626
block 1793 15 ff828382
block 1794 * ff7c007c
block 1794 0 ff495e2b
block 1794 1 ff6b8640
block 1794 2 ff678542
block 1794 3 ff546d39
block 1794 4 ff5d6d46
block 1794 5 ff668143
block 1795 * ff7c007c
block 1795 0 ffb388b2
block 1795 1 ffb4a3a8
block 1795 2 ff777777
block 1795 3 ffb45a93
block 1795 4 ff85727d
block 1795 5 ffc673a4
block 1795 6 ffbc6f9d
block 1795 7 ffbf709f
block 1795 8 ffc97595
block 1795 9 ffd17fb0
block 1796 * ff7c007c
block 1796 0 ff442251
block 1796 1 ff451e56
block 1796 2 ff331740
block 1796 3 ff26102b
block 1796 4 ff5a2e62
block 1796 5 ff7a2b5a
block 1796 6 ff2d183c
block 1796 7 ff5d1f75
block 1797 * ff7c007c
block 1797 0 d7462253
block 1797 1 6f3f1b4f
block 1797 2 3b110419
block 1797 3 f028112c
block 1797 4 7a7b437d
block 1797 5 ff7a2b5a
block 1797 6 93231634
block 1797 7 bf691f83
block 1798 0 ff7c007c
block 1798 1 ff56214e
block 1798 2 ff561b5f
block 1798 3 ff4b2461
block 1798 4 ff582c56
block 1798 5 ff4c2c55
block 1798 6 ff57205d
block 1798 7 ff461a4e
block 1798 8 ff4c2155
block 1798 9 ff442a62
block 1798 10 ff4f1a59
block 1798 11 ff481c60
block 1798 12 ff52204e
block 1798 13 ff461e4f
block 1798 14 ff551b4f
block 1798 15 ff42164b
block 1799 * ff7c007c
block 1799 0 ff351943
block 1800 * ff7c007c
block 1800 0 ff351943
block 1801 0 40c8c404
block 1801 1 371a7c0d
block 1801 2 528f5e34
block 1801 3 89868686
block 1801 4 549e9e9e
block 1801 5 21cacaca
block 1801 6 56c9c9c9
block 1801 7 49bc931d
block 1801 8 61cfa600
block 1801 9 326ca073
block 1801 10 5d353636
block 1801 11 46979898
block 1801 12 5dbdbdbd
block 1801 13 67888804
block 1801 14 2da9a9a9
block 1801 15 ff7c007c
block 1802 * ff7c007c
block 1802 0 bf797979
block 1802 1 bd0d0d0d
block 1802 2 ae7d7d7d
block 1802 3 94696969
block 1802 4 e5828282
block 1802 5 8a6e6e6e
block 1802 6 b6848484
block 1803 * ffaf8f5b
block 1803 0 ff7c007c
block 1803 1 ff9e8150
block 1803 2 ff9a7d4d
block 1803 3 ff9d8254
block 1803 4 ff9e8253
block 1803 5 ff9a7e51
block 1803 6 ff9b8153
block 1803 7 ff8f7750
block 1803 10 ff8f7447
block 1803 11 ffa38758
block 1803 12 ff6b5736
block 1803 13 ffa58756
block 1803 14 ff897046
block 1803 15 ff8a7147
block 1804 * ff725636
block 1804 0 ff7c007c
block 1804 1 ff674d2f
block 1804 2 ff644a2d
block 1804 3 ff664e31
block 1804 4 ff674e31
block 1804 5 ff644c2f
block 1804 6 ff654d31
block 1804 7 ff5d482f
block 1804 10 ff5d4529
block 1804 11 ff6a5134
block 1804 12 ff45341f
block 1804 13 ff6c5132
block 1804 14 ff594329
block 1804 15 ff5a4429
block 1805 * ffbca570
block 1805 0 ff7c007c
block 1805 1 ffb59f6b
block 1805 2 ffb39d69
block 1805 3 ffb49f6c
block 1805 4 ffb49f6c
block 1805 5 ffb29d6b
block 1805 6 ffb39e6c
block 1805 7 ffad996a
block 1805 10 ffae9866
block 1805 11 ffb7a16e
block 1805 12 ff99865b
block 1805 13 ffb8a16d
block 1805 14 ffa38d5d
block 1805 15 ffa48e5d
block 1806 * ffaf7e5b
block 1806 0 ff7c007c
block 1806 1 ff9e7150
block 1806 2 ff9a6d4d
block 1806 3 ff9d7354
block 1806 4 ff9e7353
block 1806 5 ff9a6f51
block 1806 6 ff9b7253
block 1806 7 ff8f6b50
block 1806 10 ff8f6547
block 1806 11 ffa37758
block 1806 12 ff6b4c36
block 1806 13 ffa57756
block 1806 14 ff896346
block 1806 15 ff8a6347
block 1807 * ff975213
block 1807 0 ff7c007c
block 1807 1 ff894a1f
block 1807 2 ff87481b
block 1807 3 ff8a4416
block 1807 4 ff884214
block 1807 5 ff894416
block 1807 6 ff8d4816
block 1807 7 ff894418
block 1807 10 ff793d1b
block 1807 11 ff8f4917
block 1807 12 ff894316
block 1807 13 ff904b16
block 1807 14 ff874316
block 1807 15 ff8d481b
block 1808 * ff59320b
block 1808 0 ff7c007c
block 1808 1 ff58310e
block 1808 2 ff57300e
block 1808 3 ff674220
block 1808 4 ff633f1f
block 1808 5 ff643f1f
block 1808 6 ff563210
block 1808 7 ff4e2b0f
block 1808 10 ff4f290d
block 1808 11 ff55310f
block 1808 12 ff543011
block 1808 13 ff582f08
block 1808 14 ff543012
block 1808 15 ff593517
block 1809 0 ffdddddd
block 1809 1 ffdb7d3e
block 1809 2 ffb450bc
block 1809 3 ff6a8ac9
block 1809 4 ffb1a527
block 1809 5 ff41ae38
block 1809 6 ffd08498
block 1809 7 ff404040
block 1809 8 ff9aa1a1
block 1809 9 ff2e6e89
block 1809 10 ff7e3db6
block 1809 11 ff2e388d
block 1809 12 ff4f321f
block 1809 13 ff35461b
block 1809 14 ff963430
block 1809 15 ff191616
block 1810 * ff6c6c6c
block 1811 * ff6c6c6c
block 1811 1 ff626262
block 1811 4 ffb2af62
block 1812 * ff7e7e7e
block 1812 1 ff616161
block 1813 * ffb57347
block 1814 * ff7d7d7d
block 1815 * ff7d7d7d
block 1816 * ffa3a05a
block 1817 * ff485353
block 1818 * ff485353
block 1819 * ff485353
block 1820 * ff408d6a
block 1820 0 ffed8e49
block 1821 * ff485353
block 1822 * ff485353
block 1823 * ff525f5f
block 1824 * ff525f5f
block 1825 * ff485353
block 1826 * ff3a3b3b
block 1827 * ff9c7f4e
block 1828 * ff7a7a7a
block 1828 1 ff677967
block 1829 * ff7d7d7d
block 1830 * ff3a3b3b
block 1831 * ff3a3b3b
block 1832 * ff424c4c
block 1833 * ff3a3b3b
block 1834 0 ffdddddd
block 1834 1 ffdb7d3e
block 1834 2 ffb350bc
block 1834 3 ff6a8ac9
block 1834 4 ffb1a627
block 1834 5 ff41ae38
block 1834 6 ffd08499
block 1834 7 ff404040
block 1834 8 ff9aa1a1
block 1834 9 ff2e6e89
block 1834 10 ff7e3db5
block 1834 11 ff2e388d
block 1834 12 ff4f321f
block 1834 13 ff35461b
block 1834 14 ff963430
block 1834 15 ff191616
block 1835 * ff485353
block 1836 * ff485353
block 1837 * ff485353
block 1838 * ff455150
block 1839 * c05b0dc1
block 1840 * ff353f3f
block 1840 0 ff485353
block 1841 * 6f364342
block 1842 * db465151
block 1843 * ff485353
block 1844 * ff485353
block 1845 * ff485353
block 1846 * ff66836a
block 1847 * ff3e504e
block 1848 * ff5c6262
block 1849 * ff4a4541
block 1850 * ff4a4541
block 1851 * ff485353
block 1852 * ff485353
block 1853 * ff4a4541
block 1854 * ff4a4541
block 1855 * ff4a4541
block 1856 * ff4a4541
block 1857 * ff4a4541
block 1858 * fff8f8f8
block 1859 * ff505050
block 1860 * ff2f2f2f
block 1861 * 8f1f1f1f
block 1862 * ff6d7f7e
block 1864 * ff2b2b2f
block 1865 0 00d3d3d3
block 1865 2 00d3d3d3
block 1865 4 00d3d3d3
block 1866 * a55d655a
block 1866 0 a55c6559
block 1866 2 a55c6559
block 1866 4 a55c6559
block 1866 9 a55c6559
block 1866 11 a55c6559
block 1866 13 a55c6559
block 1866 15 a55c6559
block 1867 * ff3a3b3b
block 1868 * 0f000000
block 1869 * ff0f0f0f
block 1870 * b3545c00
block 1871 * 8cffffff
block 1872 * 8c6f6f43
block 1873 * 8c8a490e
block 1874 * b3d1c357
block 1875 * b3258589
block 1876 * ac33575c
block 1877 * ff6a5c4d
block 1877 0 ffa9a9a9
block 1877 1 ffd9934c
block 1877 2 ffb6c971
block 1877 3 ffb12828
block 1877 4 ffac5e5f
block 1877 5 ff2c9044
block 1877 6 ff6d6d6d
block 1878 * 73353535
block 1879 * ff3a3a51
block 1880 * ff2c2c2c
block 1881 * ff1a1a1a
block 1882 * ff000005
block 1882 0 ff000000
block 1882 1 ff000000
block 1882 2 ff000000
block 1882 3 ff000001
block 1882 4 ff000001
block 1882 5 ff000002
block 1882 6 ff000002
block 1882 7 ff000003
block 1882 8 ff000003
block 1882 9 ff000004
block 1882 10 ff000004
block 1882 14 ff000006
block 1882 15 ff000006
block 1883 * ff3e803e
block 1884 * ff3f3f3f
block 1885 * ff255e5e
block 1886 * ff5e5e25
block 1887 * ff444444
block 1888 * ff1c1c1c
block 1889 * ff444444
block 1890 * ff1c1c1c
block 1891 * ff303f30
block 1892 * ff2f3b3f
block 1893 * ff2b2b2b
block 1894 * ff4b6d6f
block 1895 * ff444444
block 1896 * ff33332c
block 1897 * ff444444
block 1898 * ff653b37
block 1899 * ff3f3f4f
block 1900 * ff2b2b2b
block 1901 * ff1a4141
block 1902 * ff41411a
block 1903 * ff444444
block 1904 * ff3f3f4f
block 1905 * ff471e4b
block 1906 * ff362e2d
block 1907 * ff444444
block 1908 * ff444444
block 1909 * ff444444
block 1910 * ff2f2f2f
block 1911 0 ff444444
block 1911 1 ffb3312c
block 1911 2 ff339911
block 1911 3 ff51301a
block 1911 4 ff6666ff
block 1911 5 ff7b2fbe
block 1911 6 ff66ffff
block 1911 7 ffababab
block 1911 8 ff666666
block 1911 9 ffd88198
block 1911 10 ff66ff66
block 1911 11 ffffff66
block 1911 12 ffaaaaff
block 1911 13 ffc354cd
block 1911 14 ffeb8844
block 1911 15 fff0f0f0
block 1912 * ff272727
block 1913 * ffdddfa5
block 1914 * ff2a2a2a
block 1915 * ff252525
block 1916 * ffaaaaaa
block 1917 * ff656565
block 1917 0 ff93a4a9
block 1917 1 ffb17e52
block 1917 2 ff45395b
block 1917 3 ff120d0a
block 1917 4 ffe6bf30
block 1917 5 ff6d6d6d
block 1917 7 ff435a4b
block 1917 9 ff3c3c3c
block 1917 10 3b303030
block 1917 11 ff3b3b3b
block 1917 12 ff8a523d
block 1917 13 ffc9cfce
block 1917 14 ff8b5440
block 1917 15 ff83503c
block 1918 0 ff8b5440
block 1918 1 ffaeaeae
block 1918 2 ff909794
block 1918 3 ff3f7446
block 1918 4 ff417d53
block 1918 5 ff49423d
block 1918 6 ff585858
block 1918 7 ff666666
block 1918 8 ff5f5f5f
block 1918 9 ff656565
block 1919 * ff656565
block 1919 0 ff575757
block 1919 1 ff595959
block 1919 2 ff484848
block 1919 3 ff585858
block 1919 9 ff4d4d4d
block 1919 10 ff5b5b5b
block 1919 11 ff3f5747
block 1920 * ff656565
block 1920 3 ff505050
block 1920 5 ff595959
block 1921 * ff656565
block 1921 3 ff555555
block 1921 5 ff505050
block 1921 6 ff4e4e4e
block 1922 0 ff838588
block 1922 1 ff847b77
block 1922 2 ff898989
block 1923 * ff656565
block 1924 * ff000000
block 1925 * ff656565
block 1926 * ff656565
block 1927 * ffc0986c
block 1928 0 ff000000
block 1928 1 ffc30000
block 1928 2 ff008200
block 1928 3 ff723900
block 1928 4 ff000082
block 1928 5 ff820082
block 1928 6 ff00c3c3
block 1928 7 ff828282
block 1928 8 ff414141
block 1928 9 ffc3929b
block 1928 10 ff41c341
block 1928 11 ffc3c341
block 1928 12 ff4141c3
block 1928 13 ffc341c3
block 1928 14 ffc38200
block 1928 15 ffc3c3c3
block 1929 0 ff000000
block 1929 1 ffc50000
block 1929 2 ff008300
block 1929 3 ff733900
block 1929 4 ff000083
block 1929 5 ff830083
block 1929 6 ff00c5c5
block 1929 7 ff838383
block 1929 8 ff414141
block 1929 9 ffc5949c
block 1929 10 ff41c541
block 1929 11 ffc5c541
block 1929 12 ff4141c5
block 1929 13 ffc541c5
block 1929 14 ffc58300
block 1929 15 ffc5c5c5
block 1930 0 ff000000
block 1930 1 ffe30000
block 1930 2 ff009700
block 1930 3 ff854200
block 1930 4 ff000097
block 1930 5 ff970097
block 1930 6 ff00e3e3
block 1930 7 ff979797
block 1930 8 ff4b4b4b
block 1930 9 ffe3aab4
block 1930 10 ff4be34b
block 1930 11 ffe3e34b
block 1930 12 ff4b4be3
block 1930 13 ffe34be3
block 1930 14 ffe39700
block 1930 15 ffe3e3e3
block 1931 0 ff000000
block 1931 1 ffc20000
block 1931 2 ff008100
block 1931 3 ff723900
block 1931 4 ff000081
block 1931 5 ff810081
block 1931 6 ff00c2c2
block 1931 7 ff818181
block 1931 8 ff404040
block 1931 9 ffc2929a
block 1931 10 ff40c240
block 1931 11 ffc2c240
block 1931 12 ff4040c2
block 1931 13 ffc240c2
block 1931 14 ffc28100
block 1931 15 ffc2c2c2
block 1932 * ffc1c1c1
block 1933 0 ff000000
block 1933 1 ffa90000
block 1933 2 ff007000
block 1933 3 ff633100
block 1933 4 ff000070
block 1933 5 ff700070
block 1933 6 ff00a9a9
block 1933 7 ff707070
block 1933 8 ff383838
block 1933 9 ffa97f86
block 1933 10 ff38a938
block 1933 11 ffa9a938
block 1933 12 ff3838a9
block 1933 13 ffa938a9
block 1933 14 ffa97000
block 1933 15 ffa9a9a9
block 1934 * ffdfe4d1
block 1935 * ff515151
block 1936 * ff3a3a3a
block 1937 * ff858585
block 1937 0 ff696969
block 1937 1 ff606060
block 1937 6 ff696969
block 1937 7 ff606060
block 1937 8 ff696969
block 1937 9 ff606060
block 1937 14 ff696969
block 1937 15 ff606060
block 1938 * ff858585
block 1939 * ff858585
block 1939 0 ff696969
block 1939 1 ff5c5c5c
block 1939 6 ff696969
block 1939 7 ff5c5c5c
block 1939 8 ff696969
block 1939 9 ff5c5c5c
block 1939 14 ff696969
block 1939 15 ff5c5c5c
block 1940 * ff858585
block 1940 8 ff853285
block 1940 9 ff853285
block 1940 10 ff853285
block 1940 11 ff853285
block 1940 12 ff853285
block 1940 13 ff853285
block 1940 14 ff853285
block 1940 15 ff853285
block 1941 * ff858585
block 1942 * ff73730a
block 1943 * ff858585
block 1944 * fffefafa
block 1945 * ff838281
block 1946 * 8f84848c
block 1947 * 8f86868d
block 1948 * ff666666
block 1949 * ff858585
block 1950 * ff858585
block 1951 0 ff20281e
block 1951 1 ff243225
block 1951 2 ff222f23
block 1951 3 ff1f2a1f
block 1951 4 ff38281f
block 1951 5 ff423932
block 1951 6 ff2a342e
block 1951 7 ff383d2d
block 1951 8 ff492a27
block 1951 9 ff452f28
block 1951 10 ff402a27
block 1951 11 ff45312c
block 1951 12 ff474f44
block 1951 13 ff4d2927
block 1951 14 ff4e2d2a
block 1951 15 ff272d30
block 1952 * ff41413e
block 1953 * ffdbdbdb
block 1956 * ffdbdbdb
block 1957 1 ff807670
block 1957 4 ff737373
block 1957 5 ff747170
block 1957 6 ff7d7273
block 1958 * fff2e4ce
block 1959 * ff8c8c8c
block 1960 * ffcfccb4
block 1961 * ffcfccb4
block 1962 * ffcfccb4
block 1963 * ff424242
block 1964 * ff787146
block 1965 * da433c64
block 1966 * ed4b3a2f
block 1967 * f64e3819
block 1968 * fb3e2c0e
block 1969 * fbededed
block 1970 * c0a9acac
block 1970 0 c04e5655
block 1971 * ff485353
block 1972 * ff485353
block 1973 * ff485353
block 1974 * ff485353
block 1975 * ff485353
block 1976 * 672f3333
block 1977 * ff485353
block 1978 * 3b3a4545
block 1979 * ff485353
block 1980 * ff485353
block 1981 * ff4a4541
block 1981 0 e7404b4b
block 1981 1 ff4a5655
block 1981 2 ff485353
block 1981 3 ff485353
block 1981 4 ff485353
block 1981 5 ff485353
block 1981 6 ff485353
block 1981 7 ff4d4743
block 1981 13 ff732b2b
block 1981 14 831a2731
block 1982 * 136a5940
block 1983 * 136a5940
block 1984 * 136a5940
block 1985 * 136a5940
block 1986 * ff0a4d4d
block 1986 1 ff0c5455
block 1986 2 ff127979
block 1986 4 ff095253
block 1986 5 ff095353
block 1986 6 ff0d5161
block 1986 7 ff323b3a
block 1987 * 05144043
block 1988 0 ff296568
block 1988 1 ff296568
block 1988 2 ff10676b
block 1989 0 ff641a7a
block 1989 1 ff878784
block 1989 2 ff0b7d80
block 1990 0 ff641a7a
block 1990 1 ff878784
block 1990 2 ff0b7d80
block 1991 * ff392a34
block 1992 * ff194540
block 1993 * ff2c312c
block 1994 * ac6f7778
block 1994 1 33495557
block 1994 2 344b585a
block 1994 3 284e5f61
block 1995 * ff7c007c
block 1996 * ff467462
block 1997 0 ff4e8a91
block 1997 1 fe587587
block 1998 * ff848381
block 1998 1 ff1e1627
block 1999 * ff828282
block 2000 * fe707171
block 2000 1 ff585857
block 2000 2 ff464646
block 2000 3 ff5c5551
block 2000 4 ff5b5a59
block 2000 5 ff5c534b
block 2000 6 ff5d5c5c
block 2000 7 ff272727
block 2000 8 ffdbdbdb
block 2001 * ff484848
block 2002 * ffca804b
block 2002 1 ffc1814c
block 2002 2 ffc1793d
block 2002 3 ffcc8750
block 2002 4 ffcc8953
block 2002 5 ffd08647
block 2002 6 ffad6e3a
block 2002 7 ff2f2f2f
block 2002 8 ffaf763b
block 2002 9 ff111432
block 2003 * ffce8347
block 2005 * ff9b8800
block 2006 * ff514103
block 2007 * ff9e9e9e
block 2008 * ff242424
block 2009 * ff757573
block 2009 1 ff5b5b59
block 2009 2 ff4f4f4e
block 2009 3 ff645f5a
block 2009 4 ff65625e
block 2009 5 ff675d50
block 2009 6 ff57624a
block 2009 7 ff46352c
block 2009 8 ff4ec871
block 2010 * ff414141
block 2011 * fffcc58d
block 2011 1 fffcc08d
block 2011 2 ffffb780
block 2011 3 fff9b886
block 2011 4 fffabb8a
block 2011 5 fffcb57c
block 2011 6 fffec294
block 2011 7 ffeeb284
block 2011 8 ffe4e4e4
block 2011 9 ffc3811c
block 2011 10 fffba173
block 2011 11 ffc82f37
block 2011 12 ff686868
block 2012 * fffbaf76
block 2013 * fffba462
block 2014 * ffcd8f5c
block 2016 * ff9b6e00
block 2017 * ff510642
block 2018 * ffb67b50
block 2018 1 ffbc7d4f
block 2018 2 ffc88e67
block 2018 3 ffcb9571
block 2018 4 ffcc9977
block 2018 5 ffce9368
block 2018 6 ffb68768
block 2018 7 ff888888
block 2018 8 ff8f6336
block 2018 9 ff6a6d6b
block 2018 10 ff636664
block 2018 11 ff637869
block 2019 * ffc28f63
block 2021 * ff6b5409
block 2022 * ff094f0d
block 2023 * ffabccfa
block 2023 1 ff93bcfb
block 2023 2 ff7fabf0
block 2023 3 ff8eb4ef
block 2023 4 ffffffff
block 2023 5 ff49acdc
block 2023 6 ff93b8f2
block 2023 7 fff5f5f5
block 2025 * ff6390ff
block 2026 * ff093b4c
block 2027 * ff9bbffe
block 2028 * ff226ea0
block 2028 1 fe276cb9
block 2028 2 fe2854ba
block 2028 3 fe4764b3
block 2028 4 fe4668bb
block 2028 5 fe4461ac
block 2028 6 fe476bbd
block 2028 7 ffafafaf
block 2028 8 ff2657c4
block 2028 9 fe3268be
block 2028 10 ff1c75ed
block 2030 * ff3060ca
block 2031 * ff09154c
block 2032 * ff1cbdc4
block 2033 * ff797975
block 2033 1 ff656565
block 2033 2 ff535353
block 2033 3 ff67625e
block 2033 4 ff696563
block 2033 5 ff6a6055
block 2033 6 ff636363
block 2033 7 ffa7a7a7
block 2033 8 ff545454
block 2035 * ffb4b4b4
block 2036 * ff515151
block 2037 * ff676767
block 2038 * ffc1c1bd
block 2038 1 ffa0a09d
block 2038 2 ff757573
block 2038 3 ff847f79
block 2038 4 ff86827e
block 2038 5 ff877d70
block 2038 6 ff414141
block 2038 7 ff646462
block 2038 8 ff474747
block 2040 * ff339b00
block 2041 * ff4f0b0e
block 2042 * ff7a7a7a
block 2043 * ff89792d
block 2043 1 ff8c7250
block 2043 2 ff957959
block 2043 3 ff977851
block 2043 4 ff977c5c
block 2043 5 ff725c40
block 2043 6 ff7c7a62
block 2043 7 ff996446
block 2043 8 ff8d705e
block 2043 9 ff998046
block 2043 10 ff7c8146
block 2043 11 ff866844
block 2043 12 ff7e6a55
block 2043 13 ff8c7658
block 2043 14 ff788d91
block 2044 * ff38a02d
block 2045 * ff2b6fa0
block 2046 * ff6d4bbe
block 2047 * ff9e272b
block 2048 * ffa99824
block 2049 * ff707954
block 2050 * 3c4075a7
block 2050 1 6a3f74a5
block 2050 2 a23c78a2
block 2050 3 3ca74740
block 2050 4 6aa5453f
block 2050 5 a2a23c3d
block 2050 6 3c6940a7
block 2050 7 6a673fa5
block 2050 8 a25d3ca2
block 2050 9 3ca79f40
block 2050 10 6aa59d3f
block 2050 11 a2a2933c
block 2050 12 3c48a741
block 2050 13 6a47a53f
block 2050 14 a24ba23c
block 2051 * ffe4a195
block 2052 * ffd9998f
block 2053 * ff837b75
block 2053 1 ff79716b
block 2053 2 ff726a65
block 2053 3 ff81756d
block 2053 4 ff80746d
block 2053 5 ff847464
block 2054 * ff7c7c7c
block 2055 * ffad8934
block 2055 1 ffad8134
block 2055 2 ffad7834
block 2055 3 ffb48142
block 2055 4 ffb38245
block 2055 5 ffb7803a
block 2056 * ffb7905d
block 2057 * ffd4bd95
block 2057 1 ffbfa586
block 2057 2 ffbea085
block 2057 3 ffc4a489
block 2057 4 ffc3a48b
block 2057 5 ffc6a180
block 2057 6 ffaa8f80
block 2058 * ffceb392
block 2059 * ff816f5c
block 2059 1 ff846f5f
block 2059 2 ff7c6757
block 2059 3 ff8a7261
block 2059 4 ff897261
block 2059 5 ff8d7259
block 2059 6 ff726059
block 2060 * ff887a6a
block 2061 * ff908a90
block 2061 1 ff898389
block 2061 2 ff7a747a
block 2061 3 ff897e7f
block 2061 4 ff877d80
block 2061 5 ff8a7c76
block 2062 * ff716565
block 2063 * ff51443a
block 2063 1 ff4d4138
block 2063 2 ff433931
block 2063 3 ff5b4d42
block 2063 4 ff5a4e44
block 2063 5 ff5a4836
block 2064 * ff413730
block 2065 * ff726a60
block 2065 1 ff645d54
block 2065 2 ff4f4a43
block 2065 3 ff635950
block 2065 4 ff645c54
block 2065 5 ff665746
block 2066 * ff53473e
block 2067 * ff686868
block 2067 1 ff575757
block 2067 2 ff4a4a4a
block 2067 3 ff5d5753
block 2067 4 ff5d5a58
block 2067 5 ff61564b
block 2068 * ff4a4a4a
block 2069 * ff635646
block 2069 1 ff5e4f3d
block 2069 2 ff5b4b39
block 2069 3 ff414c39
block 2069 4 ff495443
block 2069 5 ff4f533c
block 2069 6 ff384636
block 2069 7 ff303d2e
block 2069 8 ff4b3a26
block 2070 * ff334336
block 2071 * ff7f7282
block 2071 1 ff887e8a
block 2071 2 ff8d858e
block 2071 3 ff998c91
block 2071 4 ff9a9095
block 2071 5 ff9c8b88
block 2072 * ff858385
block 2073 * fb7e8184
block 2073 1 fb828487
block 2073 2 ff87898c
block 2073 3 ff969392
block 2073 4 ff969494
block 2073 5 ff978f86
block 2074 * ffadadad
block 2075 * ff5d4831
block 2075 1 ff55422d
block 2075 2 ff4b3a28
block 2075 3 ff5f4c39
block 2075 4 ff5f4f3e
block 2075 5 ff624a2f
block 2075 6 ffbdc7ce
block 2076 * ff40362c
block 2077 * ffd8d8d6
block 2078 * ff2f823e
block 2079 * ff82672f
block 2080 * ff1e232d
block 2080 1 ffd0d0d0
block 2080 2 ff393939
block 2081 * ff1e232d
block 2081 1 ffd0d0d0
block 2081 2 ff2a2a27
block 2082 0 ffeaeaea
block 2082 1 ffe7e7e7
block 2082 2 fff2f6f6
block 2082 3 b083b0fd
block 2082 4 ff884217
block 2082 5 ff7f7f7f
block 2082 6 ffe2e2e2
block 2082 7 ffe5e5e5
block 2082 8 ff666363
block 2082 9 ff23c1c9
block 2082 10 ff1a1a1a
block 2082 11 ff171717
block 2082 12 ff161616
block 2082 13 ff3a3a3a
block 2082 14 ff383838
block 2082 15 ff707070
block 2083 * fff5f5f5
block 2083 1 ffc82f37
block 2083 2 ff3f56b5
block 2083 3 ff5896bf
block 2083 4 ffb5af3f
block 2083 5 ff3fb546
block 2084 * bc78c865
block 2085 * ff21c9f8
block 2086 * fff8ea21
block 2087 * fff8f8f8
block 2088 * ff060606
block 2089 * ff22f82c
block 2090 * ff284c8e
block 2090 0 ff455db8
block 2090 1 ffb85545
block 2090 2 ff7b45b8
block 2090 3 ffa9c636
block 2090 5 ff8e2b2b
block 2090 6 ff4a288e
block 2090 7 ff91991c
